Season,EpisodeNumber,Episode,ImageURL,BigIdea,Disappearance,Notes
1,11,"""S'Winter""",https://static.wikia.nocookie.net/phineasandferb/images/1/1c/Snowboard_Champions.jpg/revision/latest/scale-to-width-down/200?cb=20120716005430,"They use a snow cone machine to create a new season,S'Winter, summer and winter mixed together.","Doofenshmirtz plugs in his Melt-inator, causing a power surge, so the fans and freezers keeping it cold turn off and it melts.","Another name for the season is ""Wummer""."
1,12,"""Jerk De Soleil""",https://static.wikia.nocookie.net/phineasandferb/images/4/49/Circus_Tent.png/revision/latest/scale-to-width-down/200?cb=20200516153639,They set uptheir own circus.,Doofenshmirtz's Voice-inator fills the tent with Doofelium until it bursts. Ferb then presses a button which lowers the bleachers into the ground.,They erect a big tent in their backyard after the local performance is canceled.
1,13,"""Are You My Mummy?""",https://static.wikia.nocookie.net/phineasandferb/images/d/d6/Hi%2C_Mummy.jpg/revision/latest/scale-to-width-down/200?cb=20130802070715,"They try to find and catch amummy, mistaking a wrapped Candace for it.","A water flow shatters the sarcophagus and cleans all the toilet paper, butter, and gum off of Candace.","Phineas and Ferb are inspired to do this after watching a movie at an Egyptian-themed theater. The boys search the theater basement for a real mummy, but the exhibit is just promotional junk."
1,14,"""Ready for the Bettys""",https://static.wikia.nocookie.net/phineasandferb/images/3/38/Inside_Agent_P%27s_lair.jpg/revision/latest/scale-to-width-down/200?cb=20130901160844,"They ""become secret agents"" after accidentally discovering Agent P's lair and save Candace andthe Bettys.",Perry takes back his hovercar and dumps the boys intoIsabella's pool.,Phineas thinks Ferb put the whole thing together.
1,15,"""I Scream, You Scream""",https://static.wikia.nocookie.net/phineasandferb/images/b/b0/Well%2C_this_can%27t_be_right.jpg/revision/latest/scale-to-width-down/200?cb=20120116040059,They build the world's biggest ice cream maker forIsabellato celebrate her tonsil extraction.,"They accidentally get the blueprints for and wind up building the Space Laser-inator and launch it. Fortunately, they don't attach the laser when it takes off.",Ferb takes the laser plans by mistake because he is distracted byVanessa. The original plan had been to recreate the Trojan War.
1,16,"""Toy to the World""",https://static.wikia.nocookie.net/phineasandferb/images/a/aa/Perry_the_Inaction_Figure.jpg/revision/latest/scale-to-width-down/200?cb=20221112022328,"They remodel a toy factory to produce atoyso stupidly simple, so basically bland, so idiotically uncomplicated that it can do absolutely anything.",TheHar D Har Toy Companystops production of the toy when Phineas and Ferb resign.,The toy is modeled onPerry the Platypus.
1,17,"""Get That Bigfoot Outa My Face!""",https://static.wikia.nocookie.net/phineasandferb/images/4/48/GetThatBigfoot.jpg/revision/latest/scale-to-width-down/200?cb=20100829224319,They scare the group with a fakeBigfootand telling other stories.,Doofenshmirtz gets tied up in the wires for the Bigfoot dummies and he runs away with the fake Bigfoots in tow.,Candace and their grandparents get the last laugh.
1,18,"""It's a Mud, Mud, Mud, Mud World""",https://static.wikia.nocookie.net/phineasandferb/images/a/aa/IAMMW-364-The_Candace_Crusher.jpg/revision/latest/scale-to-width-down/200?cb=20230502122056,They turn the family car into amonster truckand make a derby.,Buck Buckersontakes the track and the boys turn off the modifications to the family car.,"They help Candace learn to parallel park by entering her in a monster truck rally. Earlier, the two have their toy trucks go light speed."
1,19,"""Journey to the Center of Candace""",https://static.wikia.nocookie.net/phineasandferb/images/6/61/Sub.jpg/revision/latest/scale-to-width-down/200?cb=20080927180532,They build ashrinking watercraftand go inside Candace.,The submarine is sucked up by a giant vacuum cleaner and later swallowed byPinky.,They want to helpIsabellaget her sash back from her dog's stomach.
1,20,"""It's About Time!""",https://static.wikia.nocookie.net/phineasandferb/images/a/a8/Needstobepluggedin.png/revision/latest/scale-to-width-down/200?cb=20240504190327,They fix the museum'stime contraptionand go to the era of the dinosaurs.,"The first time machine is stepped on by aT. rex. The one that Isabella and theFireside Girlsbuild does not vanish, but the dinosaur that follows them back to present-day is zapped by the Freeze-inator, transforming it into a display in the museum. Other ""ripples"", such asLawrenceseeing an imprint of his daughter on a fossil, are undone when Phineas and Ferb ride their scooter over it, splattering the mud back in the Cretacious Period before he can show Linda.",Isabella and the Fireside Girls come to the rescue after Phineas figures out how to send a message through time.
1,21,"""Dude, We're Getting the Band Back Together""",https://static.wikia.nocookie.net/phineasandferb/images/9/93/Love_H%C3%A4ndel_reunion_concert.jpg/revision/latest/scale-to-width-down/200?cb=20090615025953,They reunite the bandLove Händelafter their dad forgets his wedding anniversary.,N/A,They help recreate the most romantic moment in their parents' relationship for their anniversary.
1,22,"""Tree to Get Ready""",https://static.wikia.nocookie.net/phineasandferb/images/3/35/Phineas_and_Ferb%27s_Treehouse.png/revision/latest/scale-to-width-down/200?cb=20200516153823,They fix up their and Candace's old tree houses and have atreehouse fight.,"After they trip over a cable, they roll all over town and the modifications fall off.",The treehouse fight controls are based on the ones from a wrestling video game played by Candace andStacy.
1,23,"""The Ballad of Badbeard""",https://static.wikia.nocookie.net/phineasandferb/images/b/b6/Phineas_and_Ferb%27s_ship.jpg/revision/latest/scale-to-width-down/200?cb=20110210023611,They make apirate shipout ofGrandpa Clyde's dinghy.,N/A,"They use it to findBadbeard's treasure, bad fake beards."
1,24,"""Greece Lightning""",https://static.wikia.nocookie.net/phineasandferb/images/2/29/Leading_the_chariot_race.jpg/revision/latest/scale-to-width-down/200?cb=20090213041346,"They host achariot racing eventthrough Danville with Isabella, theFireside Girls, Buford, Baljeet, and Candace.",The chariots are destroyed when they crash into the museum.,"There are no rules for the chariot race, which spans from theFlynn-Fletcher houseto the museum. Candace ends up winning it."
1,25,"""Leave the Busting to Us!""",https://static.wikia.nocookie.net/phineasandferb/images/6/66/PF_ferris_wheel.png/revision/latest/scale-to-width-down/200?cb=20090627015444,They build agigantic observation wheeland abackyard water ride.,"Ferris wheel: A laser, presumably from Doofenshmirtz, hits it and it rolls away.",Candace is secretly filming them for the reality showBust 'Em.
1,26,"""Mom's Birthday""",https://static.wikia.nocookie.net/phineasandferb/images/c/c0/Happy_Birthday%2C_Mom%21.jpg/revision/latest/scale-to-width-down/200?cb=20100422064920,They throw the best birthday party ever for their Mom.,N/A,"Highlights: A breakfast bar, a giant birthday card, a video presentation, and a satellite up-link toDad, who is out of town."
1,27,"""Crack That Whip""",https://static.wikia.nocookie.net/phineasandferb/images/9/99/View_from_above_the_new_arena.jpg/revision/latest/scale-to-width-down/200?cb=20100415032558,They build a roller derby rink for areplay competition.,Doofenshmirtz's Bread-inator hits it and then a flock of magpies eat it.,Roller derby queen Grandma Betty Jo wants a rematch with an old rival:Jeremy'sgrandmother.
1,28,"""The Best Lazy Day Ever""",https://static.wikia.nocookie.net/phineasandferb/images/4/44/Boys_relaxing.jpg/revision/latest/scale-to-width-down/200?cb=20120208184036,"They do nothing for a whole day to try it out. Candace, annoyed at this, decides to build something herself: adinosaur-themed water slide.",The dinosaur comes into contact with Doofenshmirtz's balloon and it flies the slide out of the yard.,"The boys initially intend to build a train, but decide to relax instead. Though Candace is supposed to have a good day of her own, she can't because she has been used to trying to bust them."
1,29,"""Boyfriend From 27,000 B.C.""",https://static.wikia.nocookie.net/phineasandferb/images/5/55/Boys_with_Conk.jpg/revision/latest/scale-to-width-down/200?cb=20110601202228,They find acavemanand attempt to teach him about the modern world.,"Doofenshmirtz falls into a sandwich suit, which a hungry Conk chases away.","Conk follows Candace in a cavegirl costume, who is bringing a sandwich platter to a costume party. She mistakes him for Jeremy in a costume."
1,30,"""Voyage to the Bottom of Buford""",https://static.wikia.nocookie.net/phineasandferb/images/c/cc/The_Submarine_is_Lowered_Into_the_Water.png/revision/latest/scale-to-width-down/200?cb=20200514233020,"They build awaterfront submarineto helpBufordfind his goldfishBiff, who is lost at sea.",The camera that Candace uses to take photos is shorted out by the water from the water tower. It is unknown what happens to the submarine.,This is the second time Phineas and Ferb build a submarine.
1,31,"""A Hard Day's Knight""",https://static.wikia.nocookie.net/phineasandferb/images/1/14/The_Jousting_Arena.png/revision/latest/scale-to-width-down/200?cb=20200514233120,"In England, the boys hold amedieval jousting tourney.","A giant robot dragon, controlled by Doofenshmirtz, explodes and destroys everything.","Candace starts out acting the part as the damsel in distress, but ends up in even more distress as theBlack Knight."
1,32,"""Traffic Cam Caper""",https://static.wikia.nocookie.net/phineasandferb/images/a/a8/TCC-202-Good_thing_we_had_this_extra_rocket.jpg/revision/latest/scale-to-width-down/200?cb=20230118195220,"They construct alunar elevator, and chaseNormto recover Candace's evidence.",Bike: The bike takes off and explodes.,It takes place at night. Candace is trying to use the traffic camera footage to bust them; they help her out because they think it would be cool to fight a giant robot. Candace later had to sacrifice the disk to save Phineas from a life-threatening fall.
1,33,"""Bowl-R-Ama Drama""",https://static.wikia.nocookie.net/phineasandferb/images/4/43/BRD-48-The_bowling_ball_headed_for_the_pins.jpg/revision/latest/scale-to-width-down/200?cb=20230219231502,They build abig piloted bowling balland make the world's biggest bowling game.,It hits Doofenshmirtz's Giant Robot Penguin Icy Freeze Your Socks Off Breath -Inator Thingies and explodes.,They use the giant bowling ball to break world records.
1,34,"""Got Game?""",https://static.wikia.nocookie.net/phineasandferb/images/2/2b/GG-79-The_plane_having_passed_the_stadium.jpg/revision/latest/scale-to-width-down/200?cb=20221222160346,"They begin aseries of bizarre sportsfor Candace, Isabella, Baljeet, and Buford to compete in, hosting them in a stadium.","Doofenshmirtz's falls into the pet shop, startling the woman holding it, who stumbles backwards and knocks over a cage with a cat in it. The cat runs into the road, causing a lorry to swerve and hit a giant globe, which rolls into a space rocket about to launch, knocking it over. It flies sideways and picks up the stadium.",The boys go against the girls in a game of life-size Foosball.
1,35,"""Comet Kermillian""",https://static.wikia.nocookie.net/phineasandferb/images/e/ee/CK-220-View_of_the_observatory_behind_the_house.jpg/revision/latest/scale-to-width-down/200?cb=20230511165341,"They build the Observa-Ferb-atory with an enormous laser, with which they carve their faces into the passing-byKermillian's Comet.",Doofenshmirtz's heat ray makes the Observa-Ferb-atory explode.,They intend to show it to their grandchildren when it comes back after another seventy-three and a half years.
1,36,"""Put That Putter Away""",https://static.wikia.nocookie.net/phineasandferb/images/f/fd/Miniature_Golf.jpg/revision/latest/scale-to-width-down/200?cb=20230603193517,They build aminiature golf courseto make it up for the closure ofLittle Duffer's.,"Doofenshmirtz's Atomic Leaf Blower-inator blows the windmill at the top, making it fly away. It eventually ends up at Little Duffer's.","Candace is sick, so she relies onStacyto bust the boys. Stacy gets distracted and ends up playing with them."
1,37,"""Does This Duckbill Make Me Look Fat?""",https://static.wikia.nocookie.net/phineasandferb/images/e/ed/The_teleporters.jpg/revision/latest/scale-to-width-down/200?cb=20200318033949,They build areal teleporterafter seeing one in a movie.,"Doofenshmirtz's old Shrink-inator hits the teleport rings, turning them small enough to be replacement earrings for the ones their mother cannot find.","When Candace and Perry accidentally enter it at the same time, their minds switch."
1,38,"""The Flying Fishmonger""",https://static.wikia.nocookie.net/phineasandferb/images/3/33/Fishmonger_post-flight.jpg/revision/latest/scale-to-width-down/200?cb=20110405053328,"They help theirGrandpa Reginaldjump a gorge with his motorcycle, theHoly Mackerel.","A giant shoe from Doofenshmirtz's Who's Crying Now-inator hits some dump trucks, which fill up the gorge. Grandpa Reginald requests to hear his old theme song once more, causing it to rain, making grass grow. The Holy Mackerel, however, still stands.",The Mackerel had been previously converted into a lamp.
1,39,"""One Good Scare Ought to Do It!""",https://static.wikia.nocookie.net/phineasandferb/images/3/32/Mariachi_Tree.png/revision/latest/scale-to-width-down/200?cb=20200514233432,They build ahaunted manorto scare the hiccups out of Isabella.,The haunted house is picked up by a string of Christmas lights and then destroyed by Doofenshmirtz's Disintivaporator.,"Before they find out about Isabella's hiccups, Phineas and Ferb create aMariachi tree."
1,40,"""The Monster of Phineas-n-Ferbenstein""",https://static.wikia.nocookie.net/phineasandferb/images/0/09/Platypus_monster_walking_through_town.jpg/revision/latest/scale-to-width-down/200?cb=20081018181833,Phineas and Ferb's ancestors enter a monster contest by creating agiant platypus monster.,"The angry mob doesn't notice the monster platypus and starts chasing afterConstance, who had drankJekyll Doofenshmirtz's potion, changing her into a monster.","It was raining at the time, so Phineas and Ferb could not follow through with their plan to ""stand alone in a field with a metal rod"". Instead, their grandfather tells them this story to pass the time."
1,41,"""Oil on Candace""",https://static.wikia.nocookie.net/phineasandferb/images/c/c4/Helicopter_paint_roller.jpg/revision/latest/scale-to-width-down/200?cb=20250408181737,They paint theUnpainted DesertalongsideDjangoto make a replica of a painting done by him.,"Doofenshmirtz accidentally destroys the Danville dam, so the water rushes over the Unpainted Desert, washing the paint off.","They do this for Django so he can makehis fatherproud. In the end, the painting is washed out, but Django's father is still happy with the small painting his son did for him."
1,42,"""Out of Toon""",https://static.wikia.nocookie.net/phineasandferb/images/a/a9/Team_Improbable.jpg/revision/latest/scale-to-width-down/200?cb=20241221184008,"They make acartoonabout themselves and their friends as superheroes, using thePhineas & Ferb Studios.","Doofenshmirtz's Dance-inator hits the studio and screen, so it gets up and dances away.","They are inspired byPinhead Pierre, who asks, ""If you could have any super power, what would it be?"""
1,43,"""Hail Doofania!""",https://static.wikia.nocookie.net/phineasandferb/images/0/08/Rainbowinator_firing.jpg/revision/latest/scale-to-width-down/200?cb=20241124182604,They create aRainbow-inatorafter Isabella points out she had never seen one.,"Perry, who is wearing a scratch collar, tries to run into his lair, but rebounds off the wall and hits the self-destruct button.","The plan comes about because Phineas believes Isabella had never seen a rainbow. When she points out that what she wants to see is a unicorn, Phineas declares that he knows what he will do tomorrow.Phineas and Ferb build the inator of the episode, when it's usually Doofenshmirtz who does that."
1,44,"""Out to Launch""",https://static.wikia.nocookie.net/phineasandferb/images/9/9c/The_boys%27_rocket.jpg/revision/latest/scale-to-width-down/200?cb=20081223054443,They build a rocket to visit ashooting starbought for them bytheir dadon the internet. They also build a second rocket for Candace.,"The first rocket: It explodes.The second rocket: Linda reverses the car into the garage. The car is still connected to the rocket, however, so it launches back into space, taking Mission Control with it.",Building a rocket is featured in thetheme song.
1,45,"""Phineas and Ferb Get Busted!""",https://static.wikia.nocookie.net/phineasandferb/images/3/3c/Vlcsnap-2020-05-15-17h06m12s110.png/revision/latest/scale-to-width-down/200?cb=20200516154642,"They build the ""Flying Car of the Future -- Today"". They are then sent to areform school. While there, they build a bed that is like a Ferris wheel, and have a corn dog stand.","The car gets destroyed on the way there, then falls into a canyon and breaks.The parking tower falls on its side due to a missing bolt, destroying part of the house.",The entire adventure is a dream.
1,46,"""Unfair Science Fair""",https://static.wikia.nocookie.net/phineasandferb/images/c/c4/Portal_to_Mars.jpg/revision/latest/scale-to-width-down/200?cb=20250326184521,They help Baljeet get a good grade by building aPortal to Mars.,"Mr. McGillycuddy plugs it into a high voltage outlet and turns it all the way up to high, so it implodes.","Baljeet doesn't win the fair. However, he isn't dismayed by that because he only desired the grade."
1,47,"""Unfair Science Fair Redux (Another Story)""",https://static.wikia.nocookie.net/phineasandferb/images/a/ad/Ferb_talking_to_the_Martians.jpg/revision/latest/scale-to-width-down/200?cb=20130207221329,"They try to rescue Candace, who is trapped on Mars.",They retrieve their sister. TheMartians' carving of Candace's face on Mars is blown up by Doofenshmirtz's first inator.,They fix and upgrade the Mars rover that Candace destroys by turning it into a car.
