season,episode,speaker,line
2,33,Winifred,I can breathe again! (sniffs) I smell lupins!
2,33,Phineas,Better send his feet back.
2,33,Reginald,"They're back! Egad, they're facin' me 'iney! I say, ha ha, (walks around) I can get the 'ang of this! Now I can finally see where I've been! Crackin'!"
2,33,Phineas,"Now let's try out that half-pipe. Hey, where's Perry?"
2,33,Major Monogram,"Hello, Agent P. Nice entrance today. Simple and understated. I like it. Anyway, we have a situation: We recently discovered that all of the mimes in Danville Park have been trapped in actual invisible boxes. (cut to a scene of a bunch of mimes in Danville Park feeling up their invisible boxes) It took days to discover because, well, everyone just assumed they were really good mimes."
2,33,Robot Guy,I'm not even a mime! I'm a robot guy!
2,33,Major Monogram,"We're convinced that it has something to do with a new machine Dr. Doofenshmirtz has been working on. We're sending you a photo of his new inator. Oh-ho yeah! It looks evil all right. You better destroy it. Good luck, Agent P!"
2,33,Isabella,"Hey, guys, what'cha doin'?"
2,33,Phineas,"We're conducting an experiment with our mega-half-pipe and our new photo transporter. (Pan up to reveal Ferb at the top of the half pipe) Okay, Ferb, let 'er rip!"
2,33,Candace,(from her bedroom window) No way!!!
2,33,Candace,"¡Oy, carumba! I've got to tell Mom! Now where did she say she was going again?"
2,33,(Song,Mexican-Jewish Cultural Festival)
2,33,Linda,"¡Oy-lé! Candace, I'm so glad you could make it!"
2,33,Candace,"Mom, you've gotta come home right away! Phineas and Ferb...have...th-they built a...d...a thing that...that...Oh, what's the use? I'll only drive you home to find that the boys' contraption I wanna show you has inexplicably disappeared and, once again, you'll think I've lost my marbles."
2,33,Linda,"That does seem to be a pattern, doesn't it? Come on! Enjoy the festival! Here, have a dreidel-raca!"
2,33,Buford,You think your machine can find my long lost teddy bear? (flips the photo) I got his picture right here.
2,33,Phineas,"Hmmm, let's give it a shot."
2,33,Buford,"(happily) Teddy Boo Boo! (angrily) Where have you been, you bad bear?! I bet you've been on the road again, haven't you?! Well, you're grounded, mister! (happily) Oh, I love you!"
2,33,Candace,"You know, Mrs. Garcia-Shapiro, every time I try to show my mom something, it disappears and she thinks I'm crazy. What do you think I should do?"
2,33,Vivian,Eat! You're too thin! Have a matzah ball-rito!
2,33,Candace,Er...thanks.
2,33,Doofenshmirtz,"Who's tap tap tapping? Is that that pesky raven again? (Perry kicks Doofenshmirtz backwards, to which he responds with sarcasm) Oh, big surprise! Perry the Platypus! And by ""surprise"", I mean completely...Uhhh...uhhh, I got nothin'. (He activates a remote, we hear something drop and Perry looks around) I was really expecting the raven. I'll be honest. And by the way, you're trapped in an invisible box! Yes, I know, I trapped you before in an invisible cage, but this is different! It's a box! It's all part of my evil plan to rid the world of annoying mimes! You see, recently, I was..."
2,33,Doofenshmirtz,"(voiceover) ...strolling through the park, when suddenly, I had the strangest feeling that people were looking at me. And laughing! Probably because people were actually looking at me and laughing! I couldn't figure out what was going on until I turned around and saw a mime! He was mocking me: my walk, my incessant hand-wringing, my mantis-like posture! (The mime gets a giant mantis from the left side of the screen and chomps it) Then that I decided to get even."
2,33,Doofenshmirtz,"Behold, the mime-inator! With this baby, I'm going to trap every mime in the Tri-State Area in their very own invisible box! I know, huh? Fun with irony!"
2,33,Phineas,"Okay, Ferb. We're ready! How 'bout you? (Ferb nods)"
2,33,Phineas,I'm tasting the clouds!
2,33,Isabella,I'm feelin' the ozone!
2,33,Buford,I am dryin' my pits!
2,33,Photographer,"Say, ""¡Queso!"""
2,33,Candace,"Wait a minute. (smiles) The photo transporter! All I have to do is put my mom's photo in the machine, then she'll be transported right to the boys! Right?"
2,33,Photographer,(looks to both sides awkwardly) Jess?
2,33,Candace,(gasps) Then the boys' invention can't disappear before Mom sees it because she'll be in it! It's fool-proof! Phineas and Ferb will be busted once and for all! (grabs the camera) Can I borrow this? (zips away)
2,33,Photographer,Hey! My mom gave me that!
2,33,Candace,"Smile! (she snaps the photo, which comes out instantly, she looks at the photo) Aha! (shows it to Linda) AHA!! (looks at the photo) Aha! (shows it to Linda) AHA!! (looks at the photo) Aha! (shows it to Linda) AHA!! (looks at the photo) Aha! (shows it to Linda) AHA!! (looks at the photo) Aha! (shows it to Linda) AHA!! (looks at the photo) Aha! (shows it to Linda) AHA!!"
2,33,Linda,"(overlapping) Aw, it's nice to see you giving up your obsession with the boys and getting into the spirt of things."
2,33,Doofenshmirtz,"Perry the Platypus, you really are quite the mime! It really looks like you are inside an invisible b—(gasps) Oh, that's right! You really are inside an invisible box! Ha ha ha! I'm already tired of that joke, but I can't stop saying it. (activating the inator) You know, it works so well with the mimes that I decided to put everyone in the Tri-State Area in an invisible box! Ha ha ha! (The inator stops moving. Doofenshmirtz clicks the remote several times.) Oh, for crying out loud! (He walks over to a handle bar and starts moving the inator manually.)"
2,33,Doofenshmirtz,"And now, to pull the switch. (Perry jumps on him) Thanks for the headache! (Perry punches him in the eye) Thanks for the face-ache!"
2,33,Phineas,Has everyone had a chance to try the machine?
2,33,Buford,"Yeah, I got my teddy bear."
2,33,Isabella,I got my missing Mindy doll.
2,33,Baljeet,And I found my missing Uncle Maulik!
2,33,Uncle Maulik,"Baljeet, I was just on vacation."
2,33,Baljeet,Oh. Were you having a good time?
2,33,Uncle Maulik,I was.
2,33,Phineas,Perry's not back yet. I know! I'll put a photo of him in the machine and transport him back here. (Phineas scans the photo of Perry.)
2,33,Doofenshmirtz,"No, Perry the Platypus, don't press the self-destruct button!"
2,33,Candace,(offscreen) You're all so busted!
2,33,Phineas,"Oh, there you are, Perry!"
2,33,Candace,(panting) Ah-ha-ha! Move it! This is it! The ultimate bust!
2,33,Man,"Okay. (He lifts the piñata up) Oopsies! Ha! Come on! You gotta put more effort into it! (The ray zaps Linda) ¡Oy, carumba!"
2,33,Linda,More effort? You got it!
2,33,Candace,Yes! It worked! (chasing her mother) Mom! Mom! Look!
2,33,Linda,(overlapping) Where is the piñata?
2,33,Doofenshmirtz,W-Where did he go? He was standing right there about to foil my evil plans and now I'm...and now I'm totally free to move forward with my heinous project! Woo-hoo!
2,33,Candace,MOMMM!!!!
2,33,Baljeet,There is no candy in me!!!! There is no candy in me!!!
2,33,Buford,(overlapping) Look out!!!
2,33,Linda,(offscreen) Could somebody please tell me if I am warm or cold?
2,33,Candace,(offscreen) You're cold!!!
2,33,Baljeet,(offscreen) THERE IS NO CANDY IN ME!!!
2,33,Buford,(offscreen) Why is this happening?!?!
2,33,Doofenshmirtz,"And now, invisible boxes for everyone! (The ray zaps the inator. Doofenshmirtz looks at the empty space confused) Sure! WWWWWWhy not?"
2,33,Candace,"Mom, look! MOM, LOOK!!! (She jumps on her mother causing the bat to fall out of her grip and flying in the area of the transporter) MOM!!! LOOK!!!"
2,33,Linda,"(lifting her blindfold) Oh my goodness! I walked all the way home? (Candace's eyes open) I guess it's hard to judge distances blindfolded. (stands up) Well, snacks anyone? (walks away)"
2,33,Candace,Bu-bu-bu-bu-but...bu-bu-bu-bu-but...bu-bu-bu-bu-but... (repeat ad infinitum)
2,33,(Song,There is No Candy in Me)
2,33,Phineas,(imitating a turntable) Wacka-wacka-wack...
2,33,Baljeet,"(rapping) ♪ There is no candy in me, ♪"
2,33,Buford,Nerd ain't no piñata!
2,1,Phineas,We're here!
2,1,Lawrence,"Ah, Lake Nose."
2,1,Linda,"This is just what i needed. A nice, relaxing family getaway."
2,1,Lawrence,"Such beauty, such tranquility. A fisherman's paradise. Yes, of all the lakes in the world, I'm glad we picked the Nose."
2,1,Linda,"That's charming, dear."
2,1,Candace,(Looks out the car window) I still can't believe I get to be on the Lake Nose lifeguard squad with Jeremy. The lifeguards at Lake Nose are considered the coolest of the cool. All the other kids look up to them and have to do whatever they say.
2,1,Phineas,(With a Lake Nose guide) Or they'll get eaten.
2,1,Candace,"Exactly. I-- Wait, what?"
2,1,Phineas,"It says here ""Many believe these murky waters are home to Nosey, the ferocious Lake Nose Monster""."
2,1,Candace,"(Laughs) Nosey? Yeah, I'm so sure. There is no such thing as a Lake Nose Monster. Right, Dad?"
2,1,Lawrence,"Well, Candace there's no such thing as lots of things, and there's such thing as many other things. (Spins the steering wheel) Is Nosey such a thing? (The car stops turning) Well, you see, that's the thing, isn't it?"
2,1,Candace,"Dad, is this one of those cultural things again? Because I'm not sure they'd even know what the heck you're talking about in England."
2,1,Phineas,"Ooh! It's possible Nosey has survived (Camera zooms in on him) because Lake Nose is unusually rich in zinc, a common metal used in everything from sunblock to pennies. Cool."
2,1,Candace,"Oh, of course! Nosey the vicious zinc-eating dinosaur. Now it makes perfect sense! Thank you, crazy people I live with!"
2,1,Phineas,"It doesn't say ""Eats it"". He probably just absorbs it through his skin. (Camera pans to him) Ooh, look! (Flips the guide) They have pictures of him."
2,1,Candace,"(Reading the guide) Elephant, log, dolphin, driftwood, tire, driftwood, rhesus monkey wearing a powdered wig, driftwood, driftwood, you aren't old enough to know what that is, driftwood, driftwood, it's usually driftwood. (Camera zooms out) So don't go humiliating me by, I don't know, building some boat (Picks up luggage cases) to find the Lake Nose Monster or something."
2,1,Phineas,"Huh. Some boat to find the Lake Nose Monster (Camera zooms in on Phineas and Ferb) or something. (At Ferb) Ferb, are you not saying what I'm thinking? (Pause. The camera zooms out) Hey, where's Perry?"
2,1,Wrist communicator,Log in.
2,1,(Song,Mission)
2,1,Animatronic Animals,♪ You're gonna get a mission ♪
2,1,Wrist communicator,Log out.
2,1,Carl,"Exit to your left, Agent P."
2,1,Major Monogram,"Good morning, Agent P. I hope you enjoyed Lair Entrance: The Ride. The agency wanted to make coming into work more exciting. It was either that or a huge bonus check."
2,1,Major Monogram,"Well, in focus group tests, 6-year-olds overwhelming preferred singing animals to a piece of paper with numbers on it, so I-- (Clears throat) Anyway, your mission: We've tracked Dr. Doofenshmirtz here to Lake Nose where we intercepted part of this phone call."
2,1,Operator,"I'm sorry, sir. We do not deliver our hot wings to the bottom of a lake."
2,1,Doofenshmirtz,Aw come on! I'll tip 15%!
2,1,Major Monogram,"Our analysts agree: Evil, chicken wings, underwater, 15%. It's a recipe for disaster. It's up to you to stop him, Agent P."
2,1,Phineas,(At the dock with a boat) I think we're all set to get definitive proof that Nosey really exists.
2,1,Candace,"(Walks onto the dock wearing lifeguard uniform) All right, what are you two up to?"
2,1,Phineas,We've just built a boat to find the Lake Nose Monster.
2,1,Candace,"What? Didn't I specifically tell you not to do specifically, exactly just that?"
2,1,Phineas,"Actually, specifically, you said not to humiliate you by doing that. So we won't!"
2,1,Candace,"Mom! Quick, I caught them red-handed!"
2,1,Linda,(Walks onto the dock) What is going on out here?
2,1,Candace,"All right, so where is it?"
2,1,Phineas,Where is what?
2,1,Candace,The giant Lake Nose Monster search boat you made!
2,1,Phineas,You mean Nosebud? She's right there.
2,1,Linda,You boys made this? I'm very impressed!
2,1,Candace,What?
2,1,Linda,"Well, look! They made a boat. It's actually waterproof and everything. That's pretty cool!"
2,1,Linda,"Okay, Candace. If you're so worried... (Calls out) Honey!"
2,1,Lawrence,"(Dashes to the dock) Yes, dear?"
2,1,Linda,Can you please go out on the lake with the boys to make sure they don't get into any trouble?
2,1,Lawrence,"(Chuckles) Well... (Dashes off and comes back wearing fishing gear) If I must. (Camera zooms into him) Well, who knows? I might even be persuaded to tell a few of my world-famous fishing stories."
2,1,Candace,"Well, I guess that's kind of a punishment. But come on, Mom, that's all you're gonna do?"
2,1,Linda,"Right, what was I thinking? (Holds up a bottle of sunblock) Here! Don't forget to use plenty of sunblock."
2,1,Candace,But--
2,1,Phineas,Look! Zinc.
2,1,Linda,"Sweetie, aren't you gonna be late for your first lifeguard shift?"
2,1,Candace,"All right, give me some zinc."
2,1,Candace,"(While carrying a surfboard) Okay, be cool and confident. Cool and confident. Hey, Jeremy! (Jazzy music plays) So, what do you think?"
2,1,Jeremy,You look great!
2,1,Captain,"So, you're the famous Candace Flynn? (Pulls out his hand) Bob Webber."
2,1,Candace,"(Shakes hands) Thanks for the lifeguard job, Mr. Webber."
2,1,Bob,"""Mr. Webber""? Pshaw! Mr. Webber's my father. Call me ""Captain Webber""."
2,1,Candace,"Uh, okay."
2,1,Bob,(Snaps his fingers) Okay! You two take care of my beach now.
2,1,Candace,Okay.
2,1,Bob,(Snaps his fingers) Okay! And watch out for Nosey! (Laughs)
2,1,Candace and Jeremy,"(Feign chuckle) Uh, okay."
2,1,Bob,(Snaps his fingers) (Echoing) Okay!
2,1,Lawrence,"...So he said, ""Try ignoring it and hope it goes away. (Camera zooms into them) And you know what? It did. After 17 weeks."
2,1,Phineas,"Wow, Dad, great story. (Ferb raises his hand and Phineas puts it down) Uh, we're gonna start our search for Nosey now, okay?"
2,1,Bob,(Snaps his fingers) (Echoing) Okay!
2,1,Lawrence,"Oh, did I ever tell you boys about the time I caught the infamous Big Mouth Ramon?"
2,1,Phineas,Yes!
2,1,Lawrence,"Splendid! Then I'll set the scene: (Phineas and Ferb stand onto a circle spot which is an elevator. The elevator goes down) A chilly April morning, 1980. (As he speaks the elevator descends) Disco was on the way out and it had just begun to dawn on everybody they looked absolutely ridiculous in every photo taken of them in... (The elevator stops and dings, and it's door opens)"
2,1,Phineas,"Okay, Ferb..."
2,1,Bob,(Snaps his fingers) (Echoing) Okay!
2,1,Phineas,(He and Ferb run out of the elevator) Let's find us a lake monster.
2,1,Phineas,She's in the drink. Do we have eyes?
2,1,Phineas,"If anything's gonna get proof of Nosey, it's Marco Schnozolo."
2,1,Jeremy,"Don't worry, Candace. To be honest, not much happens around here."
2,1,Candace,"Aw, too bad. I guess we'll just be forced to kick back and have fun."
2,1,Jeremy,Yeah! We could take turns saving each other.
2,1,Candace,"Ah, yeah."
2,1,(Song,Save You Save Me)
2,1,Jeremy,Candace? (Snaps his fingers) Candace!
2,1,Candace,"Huh? (Blushes) Oh, sorry."
2,1,Jeremy,"As I was saying, being a lifeguard takes focus and concentration."
2,1,Candace,"Focus, right."
2,1,Jeremy,"If you just keep a calm, cool head, you'll be fine."
2,1,Candace,"(Gasps) THE LAKE NOSE MONSTER!!!! EVERYBODY, (Rings the bell) OUT OF THE WATER!!! (Screams)"
2,1,Candace,(On a megaphone) GET OUT! RUN! (Screams)
2,1,Bob,Huh? Wha--? What?
2,1,Bob,"Everyone, please, calm down! (The crowd stampedes on him)"
2,1,Candace,"(Pulling a woman's arm) Go, ma'am, leave your child! There's no time! (Whistle blows) Save yourself!"
2,1,Jeremy,"(Blows whistle) Hey, Candace!"
2,1,Jeremy,"Everybody calm down! We're safe, look! (Picks the ""Lake Nose Monster"" up) It-- It's just some driftwood."
2,1,Candace,"Driftwood? (Chuckles nervously) Sorry, everyone. It's safe. You can come back, okay?"
2,1,Bob,(Comes out of his stampede hole and snaps his fingers) That was not okay.
2,1,Doofenshmirtz,Hmm?
2,1,Doofenshmirtz,"Perry the Platypus? (Chuckles) Thank goodness, I-- I thought you were the guy with my hot wings. In two more minutes, my order will be free! Yes!"
