season,episode,speaker,line
1,27,Candace,"I can't be part of this race. I mean, what if we win? Would Jeremy still like me?"
1,27,Stacy,All I know for sure is boys hate to be beaten by girls.
1,27,Clyde,"There you are, hon. You know where your dad keeps his glue gun?"
1,27,Candace,"Glue gun? What are they up to? Later, Stace. I knew it! I just knew you would be up to something by now. Et tu, Grandpa?"
1,27,Clyde,"No, I just had one. There's more if you want."
1,27,Candace,"Oh, just wait until Mom hears about this!"
1,27,Betty Jo,Heads up!
1,27,Candace,Oof!
1,27,Betty Jo,"Lace 'em up tight, dearie! We've got a score to settle. Win! Win! Win! (She growls)"
1,27,Phineas,Yeah.
1,27,Clyde,"Ooh, yeah."
1,27,Doofenshmirtz,"Will you cool it with the noise, Perry the Platypus? I've got a splitting headache. I was at this evil mixer until late last night, it was crazy. Can you hang out for just one moment? I'm almost there. Hold on. (Doofenshmirtz presses a button, and a cage falls on Perry) Ow! Oh, I've got to get a quieter trap. Now that you're trapped, I will tell you my evil plan. I'm miserable because I can't grow facial hair. It all started when I was about 15. (He begins to flashback, but then stops) Oh, you know, my head hurts too much for a flashback. Anyway, I've tried everything to grow facial hair. It's all so painful. I hate people with beards, et cetera, et cetera. So, who do they erect a statue of right next door? Rutherford B. Hayes, our 19th president! Only the president with the best facial hair of all! Just look at that thing. There's no beard like 19th century beard, Perry the Platypus. Anyway, that horrible statue must be destroyed as it is a constant reminder follicular failure! Oh. Give me just a moment, Perry. This hurts me more that it hurts you. Literally."
1,27,Betty Jo,"...And then on the final lap, we'll use The Whip to send the weak skater. (to Candace) No offense, honey, but that's you. Over to the finish line—To victory!"
1,27,Stacy,All I know for sure is boys hate to be beaten by girls.
1,27,Jeremy,"Candace! Have you no mercy?! Come on, Grandma. Let's go home."
1,27,Betty Jo,"And remember, honey, show 'em no mercy!"
1,27,Candace,What am I going to do? I can't beat Jeremy's grandmother. And I can't let my grandmother lose.
1,27,Phineas,(On intercom) Skaters to their marks!
1,27,Candace,"Oh, great. Maybe I'll get lucky and get hit by a bus."
1,27,Phineas,"(As an announcer) Hello, everyone, and welcome to today's main event. The ""anything goes"" grudge race of the century between Grandma Betty Jo and Grandma Hildegard. I'm Phineas Flynn, and I'll be your announcer for today's action, along with our color commentator, Grandpa Clyde!"
1,27,Clyde,"Yellow, green, blue!"
1,27,Phineas,"Excellent color, Grandpa."
1,27,Clyde,Glad to oblige.
1,27,Phineas,"And now, let's rock and roll-erskate derby!"
1,27,Hildegard,"Remember kids, two words..."
1,27,Candace,Oof!
1,27,Hildegard,...road kill!
1,27,Betty Jo,"Come on, honey! We've got butt to kick!"
1,27,Phineas,And they're off!
1,27,(Song,"""Ring of Fun"")"
1,27,♪ 'Cause she's lacing her boots up at 4,00 A.M. everyday ♪
1,27,Phineas and Clyde,(Smash their guitars) Yeah!
1,27,Phineas,And we're back! Grandpa?
1,27,Clyde,"Orange, purple, chartreuse!"
1,27,Doofenshmirtz,"So, Perry the Platypus, in order to rid myself of that horrid, bearded statue, I've invented the... (He pushes Perry's cage but soon stops) Ugh. Perry the Platypus, this is so heavy. Can you just step out for a sec? I've invented the Bread-inator! Not only will this machine emit a ray that will turn Mr. President into whole-grain bread, it will also release a flock of hungry magpies that will devour the doughy statue! Beard go bye-bye! (He laughs maniacally) Ow, ow. Aw, my evil head."
1,27,Phineas,We're coming to the end of the race. The crowd is going nuts!
1,27,Betty Jo,"Come on, Candace, time for The Whip!"
1,27,Hildegard,"Okay, one, two, three!"
1,27,Suzy,"Go catch her, Jeremy!"
1,27,Phineas,It's Candace and Jeremy neck and neck as they come down the strait.
1,27,Suzy,I don't think so.
1,27,Jeremy,"Wow! Candace, you've  got to teach me how to skate like that."
1,27,Phineas,"Oh, wait! Candace and Jeremy are back in the race, but they're going the wrong way! (Suzy begins to backpedal to avoid Candace and Jeremy) And now, Suzy is going the wrong way too! At least Ferb's still going the right way! (Ferb gets swept up by the Candace/Jeremy/Suzy rocket train going the other way) Oops, spoke too soon."
1,27,Betty Jo,"And don't even think about any rough this time, sister, or I'll kick your fat–"
1,27,Phineas,"And it's Betty Jo pulling away! It's Grandma Hildegard coming up on the shoulder! (Hildegard lands on Betty Jo's shoulders) And by ""shoulder"" I mean Betty Jo's shoulders!"
1,27,Betty Jo,Get off of me! I can't see!
1,27,Phineas,It's Grandma Betty! It's Hildegard! It's Betty! It's Hildegard! It's a tie!
1,27,Clyde,A tie? Ooh. Betty Jo ain't gonna like that.
1,27,Betty Jo,"Well, at least I won this race."
1,27,Hildegard,You won? You're crazy! I obviously crossed the finish line first!
1,27,Betty Jo,"Wrong! And, get off, cheater!"
1,27,Candace,"Hey, Grandma, that was really fun! I thought it'd be lame and I'd hate it, but, I had fun."
1,27,Betty Jo,"How about you, Hilda? Did you have fun?"
1,27,Hildegard,"Yeah, I did. Maybe it ain't so important who won but that we had fun with the kids."
1,27,Betty Jo,"Yea, maybe it ain't important. But just for the record, I won."
1,27,Hildegard,"You mean, even though you lost, it's having fun that's important."
1,27,Betty Jo,"Who are you calling an loser, cheater?"
1,27,Hildegard,"Who are you calling a cheater, loser?"
1,27,Betty Jo,That's it! Race ya to the Rutherford B. Hayes statue! Go!
1,27,Doofenshmirtz,"(He sighs) Perry the Platypus...my head is killing me. This is all a wash anyway. I'll turn on the ray and you'll turn off the ray, thwarting my plan. Let's just get it over with, all right? Ray on."
1,27,Doofenshmirtz,Ray off. Good.
1,27,Doofenshmirtz,"I'm just going to lie down for a bit. I promise I'll be more evil next time, alright?"
1,27,Candace,"All right, all right, we've had our kicks. But Mom's still gonna flip when she sees this. (A car door shuts) That's her car! You are so busted! (she skates into the house)"
1,27,Candace,"(coming out of the house) Mom, come on, come on! The boys built a giant roller rink in the backyard– uh...giant loaf of bread?"
1,27,Phineas,"(in the same intonation as ""I don't know"") Ah 'unno."
1,27,Candace,(skates back inside) Moooom Mom! The boys built a giant loaf of bread in the backyard!
1,27,Linda,(inside the house) What? I thought you said it was a roller rink.
1,27,Candace,"It was, but now it's a loaf of bread! (skates back out) Come on, come on! See?! (stops to see that the bread is gone)"
1,27,Linda,"(comes out with Lawrence) Candace, what are you talking about?!"
1,27,Candace,B-b-b...bread...
1,27,Linda,"(at Phineas and Ferb) Boys, I think she's finally lost it."
1,27,Phineas,"Hey, Dad. How'd your speech go?"
1,27,Lawrence,"Well, I have to say it was ""thimbly"" wonderful."
1,27,Phineas,"Hey, what's this thing do?"
1,27,Candace,Wha–? (Candace is launched off)
1,27,Jeremy,"Hey, guys. Candace around?"
1,27,Ferb,"Good catch, Jeremy."
1,27,Candace,(She giggles) He sure is.
1,27,(Song,"""Perry the Platypus"")"
1,33,Candace,"(On her cell phone, in her room) Oh, my gosh, Stacy! Oh, my gosh! Oh, my gosh! Oh, my gosh! Jeremy asked me if I could meet him at the fair later today next to the Ferris wheel. Oh, no! I almost forgot I'm scared of heights! What am I going to do?"
1,33,Linda,"(Calling from downstairs) Candace, we're leaving now!"
1,33,Candace,"Mom, I'm having a teenage crisis!"
1,33,Linda,Don't forget we're going bowling. We need you to keep an eye on the boys.
1,33,Lawrence,Preferably two.
1,33,Phineas,"Bowling? That sounds fun. Hey, Dad, is it alright if we use that old lawn-bowling set?"
1,33,Lawrence,"Sure thing, boys! Knock yourselves out."
1,33,Linda,Toodles!
1,33,Phineas,"You know, Ferb, with a few modifications, we could really zip up this old lawn-bowling set."
1,33,Baljeet,"Hello, Phineas. What'you doing? Ooh! I just sounded like Isabella."
1,33,Phineas,We're gonna build the world's biggest and best bowling-ball game!
1,33,Baljeet,"Well, according to The Most Pointless Book of World Records... (♪ Fanfare) ...the world's largest bowling ball is four feet in diameter."
1,33,Phineas,"Four feet? Ferb, we could beat that record in our sleep."
1,33,Baljeet,"You know, the officials from The Most Pointless Book of World Records... (♪ Fanfare) ...will be at the fair today at 3:00, handing out awards."
1,33,Phineas,"Ferb, get the tools. We've got a record to shatter."
1,33,Baljeet,And then you will be in the next volume! (♪ Fanfare) (to Buford) Is that absolutely necessary?
1,33,Buford,Why? Does it bug ya?
1,33,Baljeet,"Well, yes, a little."
1,33,Buford,"Then, yeah, it's necessary."
1,33,Baljeet,"All right. Fair enough. Hey, where is Perry?"
1,33,Carl,"Ooh, sorry about that, Agent P."
1,33,Major Monogram,"Good morning, Agent P. We've tracked Doofenshmirtz to an old abandoned warehouse, and he's made some suspicious purchases, 10,000 packets of powdered hot chocolate, a hotdog vendor's cart, a medium-sized parka, and a pair of red flannel long johns with a flap in the back. Don't ask us how we know. Get out there and kick some Doofen-butt."
1,33,Baljeet,Wow! That is one big bowling ball.
1,33,Phineas,"Hey, look at that, Ferb! Told you we could do it in our sleep."
1,33,Candace,"So, what do you think I should wear to the fair tonight? I'm thinking my favorite red blouse with my white skirt and red matching socks."
1,33,Candace,"Stacy, I'm gonna have to call you back."
1,33,Phineas,That was amazing!
1,33,Isabella,"Wow, Phineas! Another strike!"
1,33,Phineas,"That makes four in a row! In your face, Buford!"
1,33,Baljeet,"Ha ha! Yes! What he said! In da face! (Laughs) Uh-uh, I mean... You will get him next time. Clearly."
1,33,Phineas,"Ferb, did you get that strike?"
1,33,Phineas,Who's next?
1,33,Candace,"Phineas, just what do you think you're doing out here?"
1,33,Phineas,"Candace, you're just in time. It's your turn."
1,33,Candace,"Just wait until Mom hears about... Then again, you guys always seem to make everything disappear before Mom gets home. But if I take the evidence to her at the Bowl-A-Rama, then she'll have to believe me!"
1,33,Linda,"Oh, Candace, you were right about Phineas and Ferb this whole time. We should've believed you."
1,33,Lawrence,"And just to express how sorry we are, here's my credit card. You have our permission to ruin us financially."
1,33,Jeremy,"Candace, that is so cool how you busted your brothers like that! Will you marry me?"
1,33,Phineas,"So, you wanna give it a try?"
1,33,Candace,"I do, Jeremy, I mean, uh... I'd love to give it a try!"
1,33,Phineas,All right. I'll show you how it works.
1,33,Phineas,"Well, first of all, the cockpit's on a gyroscope so it stays level. Here's your monitor, and this is the trackball you use to steer. Now, no matter what, never hit the gyro stabilizer lock button! It'll disable the gyroscope, and you'll spin around like a greased pig on roller skates."
1,33,Candace,"Yeah, yeah, use the trackball. Don't hit the button. I got it!"
1,33,Phineas,All right. You seem to know what you're doing.
1,33,Candace,"Do I ever? This is a piece of cake. Bowl-R-Ama, here I come!"
1,33,Phineas,"Okay, Candace, try to take it slow at first!"
1,33,Candace,(laughs hysterically as she controls the ball)
1,33,Phineas,"Way to go, Candace!"
1,33,Doofenshmirtz,"Ah, Perry the Platypus. Right on time. It seems like you've got quite a chill there! I want you to meet my latest creation: the Giant Robotic Penguin Icy-Freeze-Your-Socks-Off Breath-inator...thingy! First, I will unleash my giant penguins at the fair today, so they may begin freezing the entire city! Then I will sell all the citizens of Danville my organic, yet highly addictive, Doof brand hot chocolate. Because, you know, who doesn't enjoy a nice cup of hot chocolate when it's so cold out? The first cup will be free, of course. But then the second...will also be free. But then the third...will cost a million dollars! That way, I only have to sell three, and I will already be a millionaire. So, Perry the Platypus, as they say in Mexico, dos svidanya! Down there, that's two vidanyas."
1,33,Phineas,She's headed for the Bowl-A-Rama!
1,33,Candace,(laughs hysterically)
1,33,Linda,"You know, dear, Candace hasn't called."
1,33,Lawrence,"Oh, don't worry. I'm sure the kids are having a ball."
1,33,Phineas,Ooh! That's gotta hurt.
1,33,Candace,"Oh, no!"
1,33,Phineas,So where does this lead?
1,33,Construction Worker,Huh. Heck if I know.
1,33,Phineas,"Ferb, the map of Danville's underground. (Ferb pulls out aforesaid map) Looks like she's headed downtown."
1,33,Candace,"Stop, stop, stop, stop, stop!"
1,33,Barry,"That's one big bowling ball, Bob."
1,33,Bob,"You betcha, Barry."
1,33,Phineas,Here she comes!
1,33,Buford/Baljeet,"Go, Candace!"
1,33,Buford,There she goes.
1,33,Phineas,"All right, guys! To Seventh Street!"
1,33,Baljeet,"Candace! You can do it! Go, Candace!"
1,33,Isabella,Go! Go! Go!
1,33,Phineas,"Hey, Baljeet, what's the world record for the largest pinball machine?"
1,33,Baljeet,"I am not sure, but I know we can beat it."
1,33,Phineas,"Okay, everybody, split up and let's keep her in play until we get to the fair."
1,33,(Song,"""Pin-bowlin'"")"
1,33,Candace,AAAAAAAAAH!
1,33,Candace,I'm out of control!
1,33,Phineas,Woo-hoo!
1,33,Candace,AAAAAAAAAAAH! HELP!
1,33,Phineas,"Way to keep it goin', Ferb."
1,33,Man,"Oop, better luck next time, little man. (to Isabella) Isabella, darlin'!"
1,33,Isabella,"Set me up, Shady Joe. I'm feelin' lucky."
1,33,Shady Joe,Oh! That's my girl! You give it your best shot.
1,33,Shady Joe,"Help yourself, anything from the top shelf."
1,33,Announcer,"Welcome, Danvillians, to the World's Most Pointless Records Awards! Let's meet some of our record holders. Here we have Cletus with the world's hairiest pig. Next to him is Margaret with the world's stinkiest cheese. And finally, we got little Timmy holding the world's fattest gerbil. Let's have a big round of applause for the most pointless world-record winners!"
1,33,Phineas,Wait! We've got two more World's Most Pointless Records for our own!
1,33,Announcer,"Well, then, step right up, sonny, and tell everybody what they are."
1,33,Phineas,"Our first entry is for the world's largest bowling ball, and the other is for the world's largest game of pinball!"
1,33,Announcer,"Wow! Well, let's see 'em!"
1,33,Ferb,Wait for it.
1,33,Announcer,"Looks like we have two more World's Most Pointless Records! (Gasps) Wait, two records in one day? That's another world record!"
1,33,Doofenshmirtz,"To the fair, my pets, where the freezing of the Tri-State Area will begin! (Later notices the bowling ball) Wait. Wait, what is that? A giant bowling ball? AAAAAAAAAAAAAAAH!"
1,33,Candace,AAAAAAAAAAAAH! (Eventually lands next to Jeremy on the Ferris wheel)
1,33,Jeremy,"Oh, Candace, you made it. I was thinking you weren't gonna show. Although, you know, usually we get on at the bottom."
1,33,Candace,(Giggles)
1,33,Phineas,"(On microphone) We'd especially like to thank our sister, Candace. We couldn't have done it without you, sis!"
1,33,Jeremy,"You know, your brothers are all right. Hey, are you okay? (Candace points to the ground) Oh, afraid of heights. Don't worry, I got ya."
1,33,Phineas,"How about you, Perry? Is there anything you'd like to add?"
1,33,Shady Joe,"Step right up, ladies and gentlemen, step right up! It's only a dollar to see the mysterious Penguin-Man. Is he man? Is he penguin? Or perhaps some logic-defying amalgam of man and penguin? A manguin, if you will."
1,33,Doofenshmirtz,"I used to have goals. They were evil goals, but they were goals."
1,1,Phineas,"So, Ferb, what do you wanna do today?"
1,1,Phineas,"What about Perry, what does he want to do?"
1,1,Phineas,"Well, he's a platypus, they don't do much. I for one, am starting to get bored, and boredom is something of up with which I will not put! The first thing they're gonna ask us when we get back to school is ""what did we do over the summer?"". I mean, no school for three months. Our life should be a roller coaster! And I mean a good roller coaster, not like that one we rode at the state fair."
1,1,Fair Worker,Please exit to the left.
1,1,Phineas,"Man, that was lame. Why, if I built a roller coaster, I would... (Gets idea; angelic chorus plays) That's it! I know what we're gonna do today!"
1,1,Linda,"Phineas, Ferb. I'm gonna pick up a few things. You boys stays out of trouble, okay?"
1,1,Phineas,Okay mom. (At Ferb) We're gonna build a roller coaster!
1,1,Candace,"I'm in charge, right? You did tell them I'm in charge?"
1,1,Linda,"Relax, Candace, nobody has to be in charge."
1,1,Candace,But what if there's a emergency?
1,1,Linda,Like what?
1,1,Candace,What if a... What if a satellite falls out of orbit and crashes into the house? (smiles)
1,1,Linda,"If that happens, you're in charge."
1,1,Candace,Yes!
1,1,Candace,"(she enters into the backyard) Mom says I'm in charge, conditionally."
1,1,Phineas,Whatever.
1,1,Candace,"Wait a minute, what are you doing?"
1,1,Phineas,Homework.
1,1,Candace,It's summer.
1,1,Phineas,"That's cool, you wait till the last minute then."
1,1,Candace,"Well, I'm watching you. (Goes through the door) And I'm in charge, conditionally!"
1,1,Candace,"Hello? Oh, hi, Stacy! No, I can't get to the mall right now. Mom just went to the store, she left me in charge, well, you know, conditionally."
1,1,Candace,"And if you go, can you see if Jeremy is there? No, no, he's the cute one that works at Mr. Slushy Burger."
1,1,Candace,"Yeah, he totally smiled at me the last time I was there. I just about died. No, I told you I can't, I'm watching my brother and step-brother."
1,1,Candace,"Yeah, and they never get into trouble, 'cause Mom never catches them. One of these days though, I'm going to see that she catches them red handed."
1,1,Candace,"Will you hold it down, I am trying to use the phone! (at Stacy) Mom left me in charge, so there will be no shenanigans today. What are doing right now? Why do you ask? What do you mean you can see it from your house? See what?!"
1,1,Candace,"Phineas, what is this?!"
1,1,Phineas,Do you like it?
1,1,Candace,"Ooh, I'm gonna tell Mom, and when she sees what you're doing, you are going down. (runs off) Down! Down! Down! D-O-W-N, down!"
1,1,Phineas,We're gonna need a blowtorch and some more peanut butter.
1,1,Isabella,"Hey Candace, is Phineas... home?"
1,1,Candace,"Down, down, I say!"
1,1,Isabella,(hearts in eyes) Hey Phineas.
1,1,Phineas,Hey Isabella.
1,1,Isabella,Whatcha doin'?
1,1,Phineas,Building a roller coaster.
1,1,Isabella,In your backyard?
1,1,Phineas,Some of it.
1,1,Isabella,Wow. Isn't that kind of impossible?
1,1,Phineas,Some might say.
1,1,Isabella,"Hey, Ferb."
1,1,Isabella,Does your step-brother ever talk?
1,1,Phineas,Ferb? He's more of a man of action.
1,1,Isabella,"I was gonna go to the pool, you wanna go swimming?"
1,1,Phineas,Kind of in the middle of something here.
1,1,Isabella,"Oh, right. Okay, I'll see you later then. (leaves)"
1,1,Phineas,Okay. (at Ferb) Hey Ferb! You got enough rivets up there?
1,1,Phineas,"Hey, where's Perry?"
1,1,Major Monogram,"Good morning, Agent P. The evil Dr. Doofenshmirtz is up to his old tricks. For reasons unknown to us, he bought up 80% of the country's tin foil. I want you to get over to his hideout right away. Find out what he's up to and put a stop to it. As always Agent P, it is important that your cover identity as a mindless domestic pet remains intact. Now, get out there. We're all counting on you."
1,1,Phineas,"So, the way I see it, the fuel rockets kick in at the mall's parking lot, then we release the snakes during the corkscrew at the interstate. I'm gonna go get the snakes."
1,1,Candace,"Mom! You gotta come home, right now."
1,1,Linda,Did a satellite crash into the house?
1,1,Candace,"No, no, no. You gotta see what Phineas and Ferb are doing."
1,1,Linda,Seems like we've had this conversation before.
1,1,Candace,What do you mean?
1,1,Linda,"I seem to recall you telling me that the boys were training monkeys to juggle bicycles, and when I come home, there was a stunning lack of monkeys."
1,1,Candace,I still don't know how they cleaned that up so fast.
1,1,Linda,"So, what's the emergency this time?"
1,1,Candace,They're building a roller coaster!
1,1,Linda,"Candace, seriously, isn't Phineas a little young to be a roller coaster engineer?"
1,1,Factory Manager,Aren't you a little young to be a roller coaster engineer?
1,1,Phineas,"Yes, yes I am."
1,1,Factory Manager,"Well, I must say, I'm very impressed, the forms all seems to be in order, although I'd never seen them filled out in crayon before. So, if there's anything I can get you, anything at all, just let me know."
1,1,Phineas,Do you think we could borrow one of those gadgets?
1,1,Phineas,"Now, this is the life."
1,1,Doofenshmirtz,"Ah, Perry the Platypus, what an unexpected surprise. And by unexpected, I mean: completely expected!"
1,1,Doofenshmirtz,"I, Doctor Heinz Doofenshmirtz, have covered the entire eastern seaboard in tin foil, and when I put my giant magnet, next to my genius, Magnetism Magnifier, I will pull the East, in westerly direction, thereby reversing the rotation of the earth. You may ask yourself, why would he do this? What could he possibly have to gain? Well, let me just answer that question, I haven't really worked on all the bugs yet. I mean, tin foil alone costs a lot."
1,1,Candace,"But Mom, I'd tell you, they're building  it, and it's huge!"
1,1,Candace,"""Phineas and Ferb present the Coolest Coaster Ever now open""? Mom! (runs off)"
1,1,Pedro,Phineas and Ferb got a roller coaster? You think we get a discount if we bring the flier?
1,1,Another kid,Maybe we better take it.
1,1,Candace,"(Gestures toward the empty post, head turned away) There, look, look, look, see? I told you I'm not crazy, I told you!"
1,1,Linda,(dryly) And you're not crazy because...?
1,1,Linda,"I see your point, Candace. No crazy person would scream at a post like that. I'll be at the dairy section if you wanna come yell at some cheese, or anything. (leaves)"
1,1,Phineas,"Ladies and gentlemen, boys and girls, children of all ages! May I present to you a spectacle most of the morning in the making: The Coolest...Coaster...Ever!!!"
1,1,Phineas,"So, who wants to go first?"
1,1,Phineas,"To fasten, insert the tab into the metal buckle. To release, just pull back on the -- oops."
1,1,Phineas,"Well, you get the picture. Well, that's about it, enjoy the ride."
1,1,Phineas,"You guys all signed the waivers, right?"
1,1,Phineas,"Relax, they're just rubber!"
1,1,Phineas,"Hey, look, there comes the AH-AH-AH-AH!"
1,1,Doofenshmirtz,"...I really make of my money back, I-I-I want a really spacey real estate, and sell it again."
1,1,Doofenshmirtz,"Ha, you missed!"
1,1,Doofenshmirtz,"Aaaoow!! Ow, Ow, Ow, Aaooww!"
1,1,Doofenshmirtz,"Now you are too late. Quake in your boots and watch helplessly, as the unimaginable electromagnetic forces, pull the eastern seaboard, thereby reversing the rotation of the--"
1,1,Doofenshmirtz,Well...that didn't work.
1,1,Doofenshmirtz,"And now, we have a two ton ball of tin foil traveling 200 miles per hour directly at us! Quickly, we must separate the magnet from the Magnifier before it's too late!"
1,1,Linda,"Now I know I have that club card in here somewhere. I always have it with me, but my purse is a disaster area, you know how it is."
1,1,Candace,"Oh, oh, oh, oh, oh! Mom? Mom!? (She rushes off.)"
1,1,Doofenshmirtz,"It's no use, it's no use, we are doomed!"
1,1,Doofenshmirtz,"You did it! You saved us, Perry the Platypus! (The ball of tin foil crashes through the building.) Curse you, Perry the Platypus!"
1,1,Candace,"Look, look, look, see?"
1,1,Linda,"(pause) Okay, I give up, what am I supposed to be looking at?"
1,1,Candace,(turns to see the empty parking lot) No!! It's not POSSIBLE!!!
1,1,Linda,(going back inside) I'm gonna go get the cart.
1,1,Candace,IT WAS RIGHT HERE AND IT WAS HUGE!!! (sees the rollercoaster fly away) Mom!
1,1,Linda,"(walks past, taking her cart) Time to go. I've got frozens."
1,1,Candace,"Okay, so you think that Phineas and Ferb are still under that stupid tree in the backyard, right?"
1,1,Linda,"Well, yes, that would be my guess."
1,1,Candace,"Fine, then lets go home. Now! (She pushes her.)"
1,1,Phineas,"Oh, there you are, Perry."
1,1,Phineas,"Nice hat, Isabella."
1,1,Phineas,"Funny, I don't remember this in the blueprints."
1,1,Phineas,And I'm sure this is new.
1,1,Candace,Hehehehehehehehehehe!
1,1,Linda,"I worry about you sometimes, Candace."
1,1,Employee,"Welcome to Mr. Slushy Burger, may I take your order?"
1,1,Phineas,Anyone want fries?
1,1,French Man,Croissant?
1,1,Phineas,"Anyone want a... (French accent) ""quasson""?"
1,1,Singing Voice,♪ Aahh-Aahh-Aaahhh ♪
1,1,Phineas,"You know, if that thing crashes into earth, Candace is in charge."
1,1,Phineas,We should have charged more.
1,1,Linda,"Okay, we're here, are you happy now, Candace?"
1,1,Candace,"Yes. (At Linda) See Mom, I told you they weren't there!"
1,1,Linda,"Oh, hi boys."
1,1,Phineas,Hi Mom.
1,1,Linda,"Come on Candace, help me with the groceries. (goes off)"
1,1,Candace,"But, but, but, but, but, but, but... (Continues under)"
1,1,Linda,(comes back) Let's go. (pulls her away)
1,1,Kid,"Hey Phineas, that was great."
1,1,Pedro,Way too cool.
1,1,Third kid,That was awesome! Can we do it again?
1,1,Phineas,"Sorry, only one ride per customer."
1,1,Isabella,"That was great, Phineas. So, what are you gonna do tomorrow?"
1,1,Phineas,Don't know yet.
1,1,Isabella,(pets Perry) Maybe you could teach Perry some tricks.
1,1,Phineas,"Well, he is a platypus, they don't do much."
1,1,Ferb,They're the only mammals to lay eggs.
1,1,Phineas,...Maybe he'll lay an egg.
1,1,Isabella,"Cool, see you tomorrow. (goes to the gate) It really was the coolest coaster ever. You guys makes a great team."
1,1,Phineas,"Well, a brother is a brother, but I couldn't have asked for a better one than Ferb. You know what I mean?"
1,1,Phineas,"Oh-ho-ho, man! I could smell the peanut butter!"
1,1,Isabella,"Well, that was impressive. See you, guys. (leaves)"
1,1,Phineas,"So, what should we do tomorrow? There's a world of possibilities. (pause) Maybe we should make a list!"
1,1,Candace,(from inside) Mom!!
1,1,Linda,"(from inside) Give it a rest, Candace!"
1,1,(Song,"""Perry the Platypus"")"
1,1,Male Singer,"♪ He's a semi-aquatic, egg-laying mammal of action ♪"
1,1,Backing scat,♪ Dooby dooby doo-bah ♪
1,1,Male Singer,"♪ He's a furry little flatfoot, who'll never flinch from a fray........! ♪"
