season,episode,speaker,line
4,27,Doofenshmirtz,"Get ready, Perry the Platypus! The Tri-State Area's about to confront its fears! (Evil laughter from Doof. Another business card with mechanical arms and legs slips through the rope and crawls up to Perry's tail. A laser beam shoots through the robot and burns the rope down, freeing Perry. He kicks Doof.) Aaah! Ow ow! I landed on my jawbone, right under that weird...sticky-outy part under your ear! And my jawbone landed on the remote. Ah, Doof. (The inator activates and shoots Doof.) Okay, nothing bad will happen as long as I don't think about anything scary or... (A pounding on the door is heard.) Oh no! I couldn't help it, it just popped in there! It can't be! (The door breaks down revealing evil vending machine robots.) Vending machines are taking over! I said it could happen! No! Stay back! Stay back! Back! Flee! Flee! (Doof attempts to escape, but the vending machines grab hold of him.) No no no no! I'm not really hungry! Really! (Stutters) No no, not the tiny vanilla cookies! How long have those been in there?! (The machines force feed Doof a packet of vanilla cookies.)"
4,27,Phineas,"Hey, Candace, the scrapbook-aganza is complete! Plus, we got Love Händel to come in for a live soundtrack!"
4,27,Danny,"Okay, guys, performance level! (Strums the intro)"
4,27,Candace,I'm gonna need a test run so I can make notes.
4,27,Phineas,Sure. You're the boss.
4,27,Candace,That's right.
4,27,(Song,Giant 3D Scrapbook)
4,27,Love Händel,"♪ The way you play guitar, that crazy octave reach, ♪"
4,27,Phineas,"That sounded great guys, but it's a B-natural in the chorus!"
4,27,Danny,Toldja!
4,27,Bobbi,That's what I was playing!
4,27,Doofenshmirtz,"(offscreen) No! No! Not that! Anything but the fake red licorice! It tastes like... (Doof grunts. Perry stops walking and figures he has to save Doof.) No! What possessed me to make such a horrifying inator?! (Perry jumps on the DVDs and hops onto the inator aiming it. He lands on the floor and hits the remote. The inator hits the vending machines. A giant nickel rolls by and the machines run for their lives.) Well, I guess now we know what scares vending machines."
4,27,Phineas,"Well, Candace, do you think Jeremy will like it?"
4,27,Candace,"(seriously) Yeah, I just have a few notes here. (Excitedly, as she reveals she drew a smiley face on the clipboard.) It's perfect! (gasps) I love it, guys! Iloveitiloveitiloveitiloveitiloveitiloveitiloveitiloveitiloveit..."
4,27,Phineas,"(to Ferb) She had me at ""smiley face""."
4,27,Doofenshmirtz,"Perry the Platypus, you're back! (walking up to the inator) I am never setting that puppy off again. (He presses a button, and, as usual, the inator activates and aims across town.) Oops."
4,27,Candace,"It's really perfect! (The beam hits Candace.) I'm glad Mom's gone for the day 'cause my biggest fear is that this is just gonna fly away before Jeremy gets here. (car horn honks, Candace gasps) And there he is! (runs off) Woohoo!"
4,27,Baljeet,"Uh, did anyone else see that weird green beam?"
4,27,Buford,I wasn't gonna mention it.
4,27,Candace,Jeremy!! Jeremy Jeremy Jeremy Jeremy Jeremy!!! You gotta see what the boys built in the backyard!!! (drags him)
4,27,Candace,(runs up) No no no! No no!! It's gone! My worst fear has come true! I totally blew it!
4,27,Jeremy,"Let me guess, you had your brothers build me something super cool for my birthday and now it disappeared. It's okay, I get it."
4,27,Phineas,"We don't have the invention anymore, but here's what we used as a blueprint. Candace designed it herself."
4,27,(Song,Regular Sized Scrapbook)
4,27,Love Händel,♪ It's a regular-sized scrapbook and it's all about you. ♪
4,27,Doofenshmirtz,"Oops. I really meant to hit the self-destruct button. I'll just get this for you. (Kaboom!) So, uh, you need your parking validated or, uh... Oh, oh, you found a spot on the street! Huh! Lucky you! Curse you, Perry the Platypus and all that! You know."
4,27,Phineas,"Isabella, you've been awfully quiet all day."
4,27,(Song,Watchin' and Waitin' (instrumental))
4,27,Isabella,"(looks at her watch) I have just earned my 24 Hours of Silence Patch! I can see why you don't talk much, Ferb. I actually quite enjoyed it. I ended up having an inner dialogue with myself all day."
4,27,Ferb,Welcome to Ferbland.
4,27,Ferb head #1,"Yes, the universe is constantly expanding."
4,27,Ferb head #2,But what is it expanding into?
4,27,Ferb heads,Ooooooh...
4,27,Ferb head #3,"Okay, now my mind is blown."
4,27,Love Händel,"♪ The way you play guitar, that crazy octave reach, ♪"
4,33,Phineas,"(from inside) Okay, Ferb, let's get this early morning party started."
4,33,(Song,Quirky Worky Song)
4,33,Reginald,"Okay, prepare for landing. That's it, lad, don't let the turbulence throw you. Ha ha! Ha ha!"
4,33,Lawrence,"Roger that, Papa Bear."
4,33,Reginald,I'm so glad we can still have our Father's Day jaunt in the biplanes.
4,33,Lawrence,"Oh, yes, modern technology's wonderful. I know it's not quite the quite the same as..."
4,33,Phineas,"(him and Ferb walk in the hallway) Hang on, Ferb."
4,33,Lawrence (cont'd),...the real thing but I suppose it's better than nothing.
4,33,Phineas,"Whoa, Ferb, I know what else we're gonna do today. (walks in Lawrence's room) Surprise! Happy Father's Day, Dad. And you too, Grandpa Reg."
4,33,Reginald,"Hello, boys."
4,33,Lawrence,"Oh, how lovely. Breakfast in den."
4,33,Phineas,(reveals the Phineas and Ferb pancakes) Ferb and I pulled out all the stops.
4,33,Lawrence,"What excellent likenesses! Ha ha ha! Thank you, boys."
4,33,Candace,"Happy Father's Day, Dad."
4,33,Reginald,"(on the computer) Hello, Candace."
4,33,Candace,"(in Cockney accent) 'Ello, Grandpa Reg. (normal voice) Happy Father's Day."
4,33,Reginald,"(on the computer) Thank you, love."
4,33,Linda,"Hello, Reg. Are you having a ""Grand""-Father's Day? (laughs) Hoo hoo!"
4,33,Reginald,Ha ha ha! Good one!
4,33,Linda,"I'll leave you boys to your Father's Day fun. Candace, are you ready to go?"
4,33,Candace,"Sure, mom. Bye, grandpa."
4,33,Reginald,"'Ey, where's Perry?"
4,33,Major Monogram,"Morning, Agent P. I see you're trying out the new SFU 2000. It's a lot of fun, but don't let your duties slide."
4,33,Carl,"Agent P, what do you think of his Father's Day gift?"
4,33,Major Monogram,"Yes, it's a lovely tie, but I'm not your father! (to Perry) Anyhoo, Doofenshmirtz has plans to gum up the entire Tri-State Area. And we need you to check it out. Good luck, Agent P."
4,33,Doofenshmirtz,"Gotcha, Perry the Platypus! If you think this is a sticky situation, you better hold on to that fedora. Behold, the Gum-Under-The-Shoe-inator! I took all the wadded up chewing gum in the entire Tri-State Area and fed it into this -inator. Yeah, I know, it's really unsanitary. Why don't people just throw the chewing gum in the trash? Huh?"
4,33,Doofenshmirtz,(sighs) Today just isn't my day. It's Father's Day. It's the hardest of the greeting card company holidays for me. My issues with Father's Day began back when I was a child.
4,33,Doofenshmirtz,(voiceover) Those were lean times for my father and our beloved lawn gnome was repossessed.
4,33,Doofenshmirtz,"Okay, I know you've heard that one before, but...twice actually...but I really think that this is where my relationship with my father went awry."
4,33,Doofenshmirtz,"(voiceover) I mean, he made me be that lawn gnome!"
4,33,Doofenshmirtz's Dad,"Bewegen sie nicht! (""Don't move!"")"
4,33,Doofenshmirtz,"I mean, he was really specific, too. He made me memorize the serial number of that particular lawn gnome. (While he talks, Perry goes onto the computer and opens the Lawn Gnome Tracker app.) DAEHM23. If only there was some way to reunite him with, y'know, that specific lawn gnome, maybe he and I could start again. (Looks at the computer.) DAEHM23?! You found him with an online gnome tracker? Wow, there really is an app for everything now, isn't there? Well, let's see. It says it's still in Drusselstein! Now I can heal the old wounds between my father and me! (gets up and walks but is stuck to the chair) Oh, man that is one of my most brilliant ideas yet! (His pointy nose pops the huge bubble made from the gum.)"
4,33,Phineas,An exact replica of Grandpa's old biplane! Dad's gonna love this! (He and Ferb climb in and put on their helmets and goggles.) Let's try 'er out! (The plane takes off.) Now punch it! (Ferb pushes a button on a remote control and four jet engines come out from the wings and the plane increases speed.) Yeah!
4,33,Doofenshmirtz,(offscreen) I know traveling by cannon is a little unconventional...
4,33,Doofenshmirtz (cont'd),"...but the cannon place was going out of business, so I got them at a volume discount. (lights the fuse) Hang on. (The cannon fires.) Woohoo!"
4,33,Vanessa,"Happy Father's Day, Dad! Dad?"
4,33,Doofenshmirtz,"Sorry for the lack of inflight meals or entertainment, Perry the Platypus, but one cannon can only go so far, so I set up a worldwide network."
4,33,Doofenshmirtz,Aw man! Missed it by that much!
4,33,Phineas,"Perfect landing, Ferb! I'll go get Dad. (Cut to the sliding door. Phineas leads his father out.) No peeking, Dad! Keep 'em closed! Okay, open 'em!"
4,33,Lawrence,(gasps)
4,33,Ferb,Tada!
4,33,Lawrence,"(voice breaking in tears) Thank you so much, boys! I can't think of a better Father's Day gift!"
4,33,Phineas,"Actually, there's a hidden feature you might wanna check out."
4,33,Reginald,"(emerging from the passenger seat) 'Ello, son!"
4,33,Lawrence,D-Dad?! B-B-B-But...
4,33,Reginald,C'mon! Give us a hug!
4,33,Lawrence,"(hugging his father) Oh, happy Father's Day!"
4,33,Reginald,What do you say we go on our traditional Father's Day flight?
4,33,Lawrence,Race you to the cockpit!
4,33,Phineas,Have fun!
4,33,Lawrence,What are you two standing there for? You're part of the tradition now! Come on!
4,33,Phineas,Cool!
4,33,Reginald,Right then! Engine...contact...
4,33,Lawrence,Here we go!
4,33,Lawrence,Wooooooooo!
4,33,(Song,Fletcher Family Flying Circus)
4,33,Lawrence and Reg,"♪ In our two wing aeroplane, ♪"
4,33,Lawrence,♪ I'm his son and he's me dad! ♪
4,33,Reg,♪ And I look really grand in plaid ♪
4,33,Lawrence,"Nice ad lib, Dad!"
4,33,Reg,"Thanks, son, I just roll with it."
4,33,Lawrence and Reg,Like you do!
4,33,Doofenshmirtz,"Ah, Drusselstein! This way, Perry the Platypus. (Doof and Perry get up and the cat meows. Cut to outside Ye Olde Pawn Shoppe.) Okay, so the gnome tracker located my father's long lost lawn gnome to this location. (He opens the door and gasps.) There it is! (He picks up a lawn gnome, but it talks.)"
4,33,Gnome,"Hey, put me down!"
4,33,Doofenshmirtz,Ah! I thought you were my father's lawn gnome.
4,33,Gnome,No worries. I get that all the time. Probably due to my height combined with my eccentric fashion choices.
4,33,Doofenshmirtz,"Uh, yeah. Huh. Well, I'm looking for DAEHM23."
4,33,Gnome,"(picks up the real lawn gnome behind him) Oh, yeah, it's been here for years. Here you go."
4,33,Doofenshmirtz,"It is you! My father will be so happy! Well, maybe not happy, but anything is an improvement over surly and dismissive. Let the father-son healing begin! (He arrives at the old Doofenshmirtz house and takes Perry out of the baby carrier.) Wish me luck, Perry the Platypus! (Perry smiles and gives him a thumbs-up.)"
4,33,Doofenshmirtz,(knocks and opens the door) Hello? Father? You're never going to guess what I brought y— (He trips on the floor mat and the gnome shatters to pieces.)
4,33,Doofenshmirtz's Dad,"Oh, hello, Heinz."
4,33,Doofenshmirtz,"(sadly) Hello, Father."
4,33,Doofenshmirtz's Dad,"I see you've brought me assorted broken bits of pottery for Father's Day. Well, I suppose it's the thought that, um...counts. Your brother, Roger, remembered how much I loved that old lawn gnome, so he sent me this. (walks up to a giant lawn gnome) Look, it also makes espresso. (The gnome opens a compartment door and an espresso spout pours some into a mug, which Doofenshmirtz's dad takes out and sips.) Delicious. But, you know, rubble is...a nice gift, too."
4,33,Doofenshmirtz,"(voice breaking in tears) Alright...um...Happy Father's Day. And...okay, bye-bye. (leaves)"
4,33,Doofenshmirtz's Dad,All zis way just to give me broken shards of potter— (gasps and sees the serial number) DAEHM23?!
4,33,Doofenshmirtz,"(sighs) Well, that could've gone better. (Perry consoles him.) Why do I even bother, huh? At least there's one relationship in my life that's worked out pretty well. Thanks for coming along, Perry the Platypus. Let's go home. (They walk away from the curb.) You are my rock. (Cut to a cannon.) And by that, I mean you're there for me, you're not made out of rock. You're actually made out of...well, platypus, probably. (They climb into the cannon, which fires.)"
4,33,Lawrence,"Well, that was the best Father's Day flight yet! It brought back some some wonderful old memories and created a lot of new ones. Thank you, boys, for making this possible!"
4,33,Phineas and Ferb,(hugging their father) Happy Father's Day!
4,33,Lawrence,Yes. Yes it is.
4,33,Reginald,Crikey! It's getting late! I best be on me way home. Mind if I borrow your new aeroplane?
4,33,Lawrence,Why don't you hang onto it 'til next year? I've got no room left in the garage anyway.
4,33,Reginald,Will do! Cheery-bye!
4,33,Linda,"Hi, honey! Hi, boys! So how was your day?"
4,33,Lawrence,"Oh, the boys and I spent a wonderful day flying with Father!"
4,33,Linda,"Ah, the internet is a wonderful thing."
4,33,Lawrence,"Well, yes, I...pfft...s'pose it is."
4,33,Linda,"Well, here's something special from Candace and me."
4,33,Candace,(giving her father a gift box) Here you go!
4,33,Lawrence,"(opening the box) Oh, my! An exact replica of Father's biplane! Oh, it's perfect! (giving his daughter a hug) Thank you so much, sweetheart!"
4,33,Candace,"Happy Father's Day, Dad!"
4,33,Doofenshmirtz,"(reading) ""To the most evil dad in the whole world, Happy Father's Day. Love, Vanessa."" Aw, a gift basket of switches and self-destruct buttons. (pushes a self-destruct button) That's my girl! (smiles)"
4,33,Doofenshmirtz's Dad,"Bewegen sie nicht! (""Don't move!"")"
4,1,Phineas,"Okay, Ferb. Open the floodgates. (Ferb turns the hose open and water comes out from the sprinklers): What do you think?"
4,1,Baljeet,"It is like our own miniature Canada! But, of course, without the beavers, moose, and disproportionate number of comedians."
4,1,Phineas,Or Canadian bacon.
4,1,Buford,I forgot all about Canadian bacon.
4,1,Baljeet,You realize it is only ham.
4,1,Candace,(Off-screen) Phineas! (Walks on screen) And Ferb! You are so busted!
4,1,Lawrence,"Hello, boys, splendid job on the hockey rink. (He crashes into a snowbank) Well, that was amusing."
4,1,Phineas,"Great skating, Dad!"
4,1,Lawrence,"Boys, I've got some good news for you. I've arranged for you to play a little exhibition match between the periods of the Danville Ice Trays game."
4,1,Phineas,"Oh, you mean like at halftime?"
4,1,Lawrence,"Well, it's three periods, so it's really two-thirds time."
4,1,Buford,Bland sports terms. That's what keeping the Canadians down.
4,1,Phineas,"If we're going to be the entertainment, then we'd better kick it up a notch. Hockey Z-9?"
4,1,Ferb,Hockey Z-9.
4,1,Buford,"Oh, like Football X-7."
4,1,Baljeet,What happened to Y-8?
4,1,Phineas,"Oh, we're saving that for croquet. Ferb, grab your toolbox. We've got work to do. (they exit)"
4,1,Candace,(scoffs) What's the big deal with hockey anyway?
4,1,Lawrence,"Well, it's hard to explain actually, taking the flip pass from the winner, shoulder deking the defense men, and then, tossing it right over the old glove hand. Oh, it just takes hold of you like a fever!"
4,1,Candace,"Did you play a lot of hockey in England there, Dad?"
4,1,Lawrence,Never once.
4,1,Jeremy,"(off-screen) Hey, Candace. (walks right on-screen behind Candace)"
4,1,Candace,"Oh, hi, Jeremy."
4,1,Jeremy,What a great ice rink.
4,1,Candace,Wouldn't it just be perfect for figure skating?
4,1,Jeremy,"(as Candace says ""figure skating"") Ice hockey!"
4,1,Candace,What? Oh yeah. Ice hockey.
4,1,Jeremy,"I didn't know that you were a hockey fan, Candace."
4,1,Candace,"(chuckles) You betcha! Flipping over win passes, and then shoulder dorkin' the old jazz hands. It's like some kind of disease!"
4,1,Jeremy,Uh... yeah.
4,1,Lawrence,"Say, Jeremy, why don't you join us at the exhibition game today?"
4,1,Jeremy,Sounds like fun.
4,1,Candace,"Oh yeah. Sounds like... (makes phone noise) BRRRRING!! Oh, hey. I got a phone call from, um... a real person. Gotta go. (walks out of backyard, calling Stacy on her phone) Stacy, we have a Code Teal."
4,1,Stacy,(looking at a color wheel) Locusts? Are you sure?
4,1,Candace,"No, wait. I mean Code Periwinkle."
4,1,Stacy,Periwinkle. A hockey emergency? I'm on it!
4,1,Candace,"Speaking of periwinkle, where is Perry?"
4,1,Major Monogram,"Carl, I'm freezing. Did you call that repair guy yet?"
4,1,Carl,"I left him a message, sir. I think he went to Aruba for winter break."
4,1,Major Monogram,"Lucky dog. It's cold in... Oh! Agent P! Didn't hear you come in. I have no idea what Doofenshmirtz is up to. It seems all of our computers froze. Isn't that right, Carl?"
4,1,Carl,(is seen with his hands inside an ice-encased computer) Tech support says everything is fine.
4,1,Major Monogram,"Well, I'm sure whatever Doof is up to, he's probably much warmer than we are, and that alone should be reason to stop him! Good luck, Agent P! (Perry salutes and exits his lair)"
4,1,Dink Winkerson,"Welcome, hockey hounds, to the hypothermic hippodrome of Danville Mountain Top Winter Arena where our own Danville Ice Trays will cross sticks with the combative cross-town contenders. Reigning over the skating skirmish tonight as guest referee is Hockey Hall of Famer, Luc Robitaille!"
4,1,Luc Robitaille,Is anyone else cold? Why is it so cold in here?
4,1,Audience,"We don't know, Luc Robitaille!"
4,1,Man in audience,"Actually, I brought a blanket. So, I'm okay."
4,1,(Song,F-Games (instrumental))
4,1,Lawrence,Here we are.
4,1,Linda,"Oh, this is so exciting! I've always wanted to be a hockey mom."
4,1,Candace,"Excuse me for a second. (walks out and presses bluetooth button) System check. Stacy, can you read me?"
4,1,Stacy,"(on headphones talking to Candace) I've got the hockey reference manuals, league website, and official rules up and ready!"
4,1,Ginger,"Stacy, Mom said it's my turn to use the computer!"
4,1,Stacy,"Not now, Ginger. I'm busy."
4,1,Ginger,Don't make me open a can of whipped cream on you! Or however that goes.
4,1,Doofenshmirtz,"Ah, Perry the Platypus! (on an ice chair holding a mug of hot chocolate) Come in! How do you like my evil igloo hideout up in the Danville Mountains? Would you like some hot cocoa? No? Then, how about a marshmallow! (Doofenshmirtz launches a giant marshmallow out of his cocoa mug, trapping Perry) Ha. Ha! Trapped you again! I think I figured out why I haven't been able to take over the Tri-State Area. I've been too much of a nice guy. Nice guys can't take over large metropolitan areas, except for Roger. But, we're not talking about Roger. I've got to get mean. (Doofenshmirtz slides his chair across the igloo's floor; his cocoa mug falls and breaks) I've got to get ugly and possibly hairy. (Doofenshmirtz's chair slides past a picture of the abominable snowman) I've got to learn to be more like the abominable snowman. (chair crashes; a cat screeches) So, I decided to build this! Behold, the Abominable-nat... The, the Abominama... The A-bom-in-a-ble-i-nat-or. See, I can only say it if I speak slowly. The Abominable... Inator. Oh look, if I, if I separate it, it works. The Abominable Inator! It makes whatever it hits bigger and scarier and hairier. Anyhoo, behold. (removes cover from the Abominable-inator, which is covered in a huge scarf and knitted cap; Perry looks unimpressed) Okay, I know what you're thinking: ""Why the silly little stocking cap and scarf?"" The truth is, I, uh... I had some yarn."
4,1,Dink,"And the blare of the buzzer brings down the metaphorical curtain on the scintillating second period of this titanic tussle as the grim, gritty gladiators vacate the frozen field of flailing, fighting flugelhorn to prepare for the third period of this tellican, turf-toes tower as the frosty defibrillators mill the frozen peems of icy... (gasps) Oh, man. I better go lay down."
4,1,Candace,"So when all the members of the offending team clear the defensive zone at the same time, the delayed offset call is negated."
4,1,Jeremy,"Wow, you really do know hockey."
4,1,Candace,Are you kidding? Did you know a referee makes most penalty calls-
4,1,Stacy,"(to Candace over the phone, reading from a rulebook) While the linesmen may call only obvious technical infractions. (to Ginger) Go away!"
4,1,Candace,"Obvious technical infractions. Go away. The player who committed the infraction is no give me that. No Ginger, I'm busy. I said give me that back. If you don't give that back to me right now, Candace, gotta go."
4,1,Dink,"Now for your entertainment, what we've all been waiting for: Little Kids On Ice!"
4,1,Linda,"This is so exciting! (her camera beeps) Oh, I forgot to charge the battery. Oh no, I can't miss this photo op! Where is the gift shop?!"
4,1,Lawrence,"Uh, it's way over there, on the other side of the arena."
4,1,Linda,I'll be right back.
4,1,Doofenshmirtz,"Behold, Perry the Platypus, as I make myself abominable. (Doof presses the button on the -inator's remote. The -inator's beam bounces off the igloo and hits the marshmallow trapping Perry, causing it to burst and splatter all over Doofenshmirtz.) Ooh, it's all marshmallow-y and hairy. Not completely unlike summer camp. Apparently, you gotta aim this thing a little better... (the -inator shoots a beam directly at Doof's rear end) Whoa! Owww! Hmmm, something's not right in the hinterland. (his bottom suddenly becomes large and hairy, causing him to fall on the front of the sled) Yikes! Oof! (the igloo slides off the mountain top and hits a rock, causing it to break; Perry flies into the air and grabs the scarf trailing from the -inator)"
4,1,Phineas,"(skating onto the ice with Ferb) Okay, Ferb, looks like we're on."
4,1,Announcer,"Ladies and gentlemen, prepare to be transported to a world where everything you know is changed into a global, glacial dystopia. (large, flaming ice sculptures rise up from the rink) If you're looking for something fluffy, forget it, pal, because this is the future, where the only things left are hard, cold, and in most cases pointy. It's a world where the only way to survive is to play hockey while things blow up around you. It's a world of skillful skating (Baljeet skates into a spotlight) and incredible ice ramps, (Django launches off a ramp into the rink) puck-pushing prowess (Buford enters, crashing through some barrels) and savage stone gladiators. (Phineas and Ferb skate into the center of the rink)"
4,1,Candace,"Oh, this is so bustable! (to Linda's now-empty seat) Mom, D... Where's Mom?"
4,1,Lawrence,She went to the gift shop to buy a disposable camera.
4,1,Candace,What the heck is that?
4,1,Linda,"It's a camera, that you send away to get the film part developed, and then you take the non-film camera-only part, and you throw it away."
4,1,David,What the heck is film?
4,1,Linda,(completely exasperated) Would you please just look in the back?
4,1,Announcer,"This is the harsh, hybrid hockey of your dark, dystopian destiny."
4,1,Isabella,"(in her announcer voice) Hockey Z-9! (in her normal voice) Thanks, Dink! Gotta get on the ice!"
4,1,(Song,Hockey Z-9)
4,1,Hockey Hooligans,♪ Oh yeah! ♪
4,1,Doofenshmirtz,"(as the sled goes off a ramp) Aaaaugh!! (Perry climbs up the scarf and lands on the front of the sled as Doof's feet grow big and hairy, causing his shoes to fly off) Oh, my feet! Now it's working. (several more pops are heard as Doof becomes completely abominable) Hey, not bad. A little hairy, but not bad. Now, to deal with you! (Doof grabs for Perry, who darts under his legs) Gotcha! Hey, where'd you go? (Perry tugs on Doof's back hair) Oh, there you are. (Perry beckons Doof to come closer) Yes? (Perry punches Doof, whose head causes the Abominable-inator to point upwards) Ow! Ow, Oh, stupid thing! (Doof attempts to adjust the -inator, but it hits him in the head again) Ow! (the -inator fires)"
4,1,Candace,"(trying to enter the rink) 'Scuse me, I gotta get through here."
4,1,Luc Robitaille,"Whoa, whoa, whoa. You're not allowed out there."
4,1,Candace,"But I gotta go get my mom, and this is the shortcut to the gift shop!"
4,1,Luc Robitaille,"I'm sorry, you can't go out there. That's for players only."
4,1,Candace,"Players, huh?"
4,1,Luc Robitaille,"You're gonna go get a uniform and try to get out there, aren't you?"
